TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Revenue,Total_Cost,Profit
99518,2022-12-02,  Dilshad Garden   ,Model Town,27.65,195.96,57.02,24.0,Tourist Card,peak,4703.04,1368.48,3334.56
126951,2024-04-09,Rajiv Chowk,Old Delhi,1.19,77.25,24.75,14.0,Tourist Card,,1081.5,346.5,735.0
16890,2022-09-09,AIIMS,Old Delhi,1.71,153.56,110.99,17.0,Smart Card,weekend,2610.52,1886.83,723.69
86726,2024-01-31, NEW DELHI  ,Kashmere Gate,6.02,45.01,73.71,23.0,Single,weekend,1035.23,1695.33,-660.0999999999999
96353,2024-04-27,New Delhi,Inderlok,8.19,169.52,57.87,23.0,Smart Card,off-peak,3898.96,1331.01,2567.95
104782,2023-01-08,Rajiv Chowk,Noida City Centre,3.12,83.19,44.14,18.0,Single,weekend,1497.42,794.52,702.9000000000001
133993,2022-09-12,AIIMS,Barakhamba Road,5.8,17.73,105.76,20.0,Tourist Card,,354.6,2115.2000000000003,-1760.6000000000004
57910,2022-12-26, New Delhi ,Laxmi Nagar,4.99,50.24,118.25,19.0,Tourist Card,,954.5600000000001,2246.75,-1292.19
82027,2024-07-05,Kashmere Gate,AIIMS,2.85,112.53,66.45,8.0,Smart Card,off-peak,900.24,531.6,368.64
50319,2023-01-28,Central Secretariat,Kashmere Gate,6.92,40.94,111.86,12.0,Smart Card,,491.28,1342.32,-851.04
107403,2022-06-13,Hauz Khas,Jasola Vihar,2.96,89.09,5.79,27.0,Tourist Card,,2405.4300000000003,156.33,2249.1000000000004
37185,2022-09-21,New Delhi,Barakhamba Road,4.87,129.83,83.44,20.0,Tourist Card,festival,2596.6000000000004,1668.8,927.8000000000004
127036,2024-08-12, Mandi House  ,Inderlok,5.34,53.89,8.49,19.0,Smart Card,off-peak,1023.91,161.31,862.5999999999999
91184,2022-03-21,Rajiv Chowk,Laxmi Nagar,27.57,97.01,11.16,22.0,Tourist Card,festival,2134.2200000000003,245.52,1888.7000000000003
99670,2022-06-13,Noida City Centre,Shivaji Park,10.94,62.49,7.24,15.0,Single,maintenance,937.35,108.60000000000001,828.75
55875,2023-04-28,Dilshad Garden,Inderlok,4.89,125.15,21.54,14.0,Single,peak,1752.1000000000001,301.56,1450.5400000000002
80048,2024-03-04,Rajiv Chowk,Chandni Chowk,4.9,193.19,47.6,20.0,Tourist Card,maintenance,3863.8,952.0,2911.8
97521,2024-05-08,Rajiv Chowk,Rajouri Garden,3.63,170.82,32.63,22.0,Single,,3758.04,717.86,3040.18
37033,2024-08-05,Laxmi Nagar,Netaji Subhash Place,8.05,50.4,26.75,17.0,Smart Card,maintenance,856.8,454.75,402.04999999999995
78810,2023-09-07,AIIMS,Central Secretariat,3.57,192.38,67.07,16.0,Single,festival,3078.08,1073.12,2004.96
145539,2023-03-04,Janakpuri West,Rajiv Chowk,6.5,167.26,7.33,19.0,Smart Card,peak,3177.9399999999996,139.27,3038.6699999999996
45215,2022-12-29,Rajiv Chowk,Hauz Khas,3.58,150.82,78.44,22.0,Tourist Card,maintenance,3318.04,1725.6799999999998,1592.3600000000001
57928,2024-10-05,AIIMS,Kashmere Gate,4.79,186.06,110.91,12.0,Tourist Card,festival,2232.7200000000003,1330.92,901.8000000000002
138988,2022-10-31,Janakpuri West,Pragati Maidan,15.23,131.92,58.32,28.0,Single,peak,3693.7599999999998,1632.96,2060.7999999999997
98999,2023-12-31,  Dilshad Garden ,Pragati Maidan,6.84,71.07,68.81,20.0,Smart Card,festival,1421.3999999999999,1376.2,45.19999999999982
70691,2024-01-12,  Jasola Vihar ,Hauz Khas,6.15,153.17,65.14,20.0,Tourist Card,festival,3063.3999999999996,1302.8,1760.5999999999997
107884,2024-07-07, Model Town   ,Laxmi Nagar,5.34,39.15,40.82,16.0,Smart Card,weekend,626.4,653.12,-26.720000000000027
46238,2023-11-21,  AIIMS   ,Hauz Khas,1.96,128.24,81.29,17.0,Tourist Card,festival,2180.08,1381.93,798.1499999999999
80799,2024-05-20,Jasola Vihar,Shivaji Park,2.47,56.01,62.0,18.0,Single,,1008.18,1116.0,-107.82000000000005
96346,2024-02-14,Rajouri Garden,Kashmere Gate,1.59,100.56,87.85,19.0,Single,,1910.64,1669.1499999999999,241.49000000000024
33948,2022-11-14,Model Town,Chandni Chowk,2.72,68.79,14.04,22.0,Single,maintenance,1513.38,308.88,1204.5
6257,2023-11-10,Mandi House,Kalkaji Mandir,1.77,110.86,49.71,25.0,Smart Card,off-peak,2771.5,1242.75,1528.75
145977,2024-08-01,   Chandni Chowk ,Mandi House,0.81,70.5,42.92,16.0,Tourist Card,off-peak,1128.0,686.72,441.28
15292,2024-07-01,  MODEL TOWN ,Kashmere Gate,2.11,122.17,58.09,14.0,Smart Card,maintenance,1710.38,813.26,897.1200000000001
145752,2022-12-02,  Rajiv Chowk  ,Pragati Maidan,5.82,30.75,44.6,18.0,Tourist Card,off-peak,553.5,802.8000000000001,-249.30000000000007
102730,2023-07-29,Model Town,Noida City Centre,8.4,103.04,108.64,24.0,Smart Card,peak,2472.96,2607.36,-134.4000000000001
51374,2022-05-30, Central Secretariat   ,Laxmi Nagar,2.98,133.59,62.92,22.0,Tourist Card,off-peak,2938.98,1384.24,1554.74
8092,2023-05-01,Rajiv Chowk,Inderlok,7.0,38.44,68.29,24.0,Smart Card,maintenance,922.56,1638.96,-716.4000000000001
118077,2022-06-05,Noida City Centre,Kashmere Gate,1.62,51.93,104.53,21.0,Single,festival,1090.53,2195.13,-1104.6000000000001
61936,2024-03-31,New Delhi,Inderlok,17.19,72.37,82.1,21.0,Smart Card,off-peak,1519.77,1724.1,-204.32999999999993
49401,2023-08-31,New Delhi,Central Secretariat,10.38,15.23,79.5,26.0,Single,maintenance,395.98,2067.0,-1671.02
139169,2023-01-01,   Jasola Vihar  ,Rajouri Garden,1.29,105.53,72.95,23.0,Tourist Card,,2427.19,1677.8500000000001,749.3399999999999
112643,2024-10-22,Chandni Chowk,Netaji Subhash Place,8.57,82.5,49.62,15.0,Single,peak,1237.5,744.3,493.20000000000005
130538,2024-03-10, Dilshad Garden   ,Laxmi Nagar,4.42,122.86,105.87,22.0,Single,,2702.92,2329.1400000000003,373.77999999999975
9359,2024-07-24,New Delhi,Inderlok,5.27,124.25,63.28,28.0,Single,maintenance,3479.0,1771.8400000000001,1707.1599999999999
59283,2024-08-01,Chandni Chowk,Inderlok,2.16,146.63,65.33,19.0,Tourist Card,maintenance,2785.97,1241.27,1544.6999999999998
4336,2022-03-01,Kashmere Gate,Punjabi Bagh,2.73,15.76,86.9,19.0,Single,maintenance,299.44,1651.1000000000001,-1351.66
100984,2022-03-29,Model Town,Chandni Chowk,5.43,181.17,18.87,25.0,Tourist Card,off-peak,4529.25,471.75,4057.5
121792,2022-07-29,Rajiv Chowk,Model Town,2.14,66.29,73.22,22.0,Tourist Card,maintenance,1458.38,1610.84,-152.4599999999998
149984,2023-01-07,Noida City Centre,Jasola Vihar,6.16,169.02,48.97,23.0,Single,off-peak,3887.46,1126.31,2761.15
83553,2022-07-03,Rajiv Chowk,Kirti Nagar,1.9,85.15,48.68,26.0,Smart Card,peak,2213.9,1265.68,948.22
77224,2022-07-02,  Rajouri Garden  ,Laxmi Nagar,14.6,113.31,86.95,16.0,Single,weekend,1812.96,1391.2,421.76
138781,2023-03-29,   kashmere gate ,Punjabi Bagh,12.39,193.77,88.87,24.0,Single,,4650.4800000000005,2132.88,2517.6000000000004
137025,2022-07-19,AIIMS,Punjabi Bagh,6.67,41.86,117.85,28.0,Tourist Card,peak,1172.08,3299.7999999999997,-2127.72
42313,2024-01-04,Rajiv Chowk,Kirti Nagar,3.45,43.16,19.0,21.0,Single,weekend,906.3599999999999,399.0,507.3599999999999
92107,2024-07-01,Dilshad Garden,Janakpuri West,3.98,38.89,42.49,35.0,Tourist Card,festival,1361.15,1487.15,-126.0
2072,2023-07-23,Janakpuri West,Laxmi Nagar,1.45,117.5,23.27,17.0,Tourist Card,festival,1997.5,395.59,1601.91
41760,2024-03-11,Noida City Centre,Netaji Subhash Place,3.84,20.94,86.32,25.0,Tourist Card,peak,523.5,2158.0,-1634.5
23165,2024-05-16,Rajiv Chowk,Pragati Maidan,1.73,30.72,69.07,17.0,Single,festival,522.24,1174.1899999999998,-651.9499999999998
68560,2023-07-28,Kashmere Gate,Laxmi Nagar,3.9,159.81,38.72,25.0,Tourist Card,weekend,3995.25,968.0,3027.25
71052,2022-04-13,Central Secretariat,Shivaji Park,3.17,83.94,38.9,27.0,Smart Card,peak,2266.38,1050.3,1216.0800000000002
32456,2022-01-10,  Rajiv Chowk ,Mandi House,6.27,110.13,77.4,23.0,Single,festival,2532.99,1780.2,752.7899999999997
40843,2024-06-15,Mandi House,Pragati Maidan,5.29,91.62,43.65,11.0,Single,,1007.82,480.15,527.6700000000001
63583,2022-01-04,Mandi House,Model Town,12.78,168.76,32.04,23.0,Single,,3881.4799999999996,736.92,3144.5599999999995
7038,2023-05-07,Central Secretariat,Rajouri Garden,9.24,162.36,88.26,22.0,Smart Card,,3571.92,1941.72,1630.2
4273,2022-06-15,Noida City Centre,Jasola Vihar,4.86,29.74,115.31,13.0,Tourist Card,,386.62,1499.03,-1112.4099999999999
31244,2024-12-11,Model Town,Barakhamba Road,6.4,12.55,35.96,19.0,Tourist Card,maintenance,238.45000000000002,683.24,-444.78999999999996
32355,2022-04-18,Rajouri Garden,Noida City Centre,4.86,126.96,39.26,28.0,Smart Card,,3554.8799999999997,1099.28,2455.5999999999995
30469,2023-02-25,   AIIMS  ,Barakhamba Road,6.51,129.76,91.74,22.0,Smart Card,peak,2854.72,2018.28,836.4399999999998
76242,2023-10-30,Rajiv Chowk,Jasola Vihar,5.78,150.17,44.67,15.0,Tourist Card,festival,2252.5499999999997,670.0500000000001,1582.4999999999995
118937,2022-12-12,Model Town,Kirti Nagar,18.52,166.14,71.21,23.0,Tourist Card,maintenance,3821.22,1637.83,2183.39
65405,2024-11-05,Jasola Vihar,Hauz Khas,9.95,185.3,20.0,21.0,Single,peak,3891.3,420.0,3471.3
66586,2022-03-05,  CHANDNI CHOWK ,Netaji Subhash Place,6.89,150.16,35.11,16.0,Tourist Card,weekend,2402.56,561.76,1840.8
5432,2022-04-07,Janakpuri West,Barakhamba Road,10.32,165.84,86.25,21.0,Tourist Card,,3482.64,1811.25,1671.3899999999999
140995,2023-03-24,Rajiv Chowk,Chandni Chowk,13.68,179.45,6.6,25.0,Tourist Card,,4486.25,165.0,4321.25
52428,2023-01-01,Kalkaji Mandir,Old Delhi,8.08,97.46,22.43,25.0,Single,festival,2436.5,560.75,1875.75
134976,2023-07-28,Noida City Centre,New Delhi,3.05,71.19,95.44,19.0,Tourist Card,maintenance,1352.61,1813.36,-460.75
96340,2023-10-12,Laxmi Nagar,Model Town,1.67,59.03,109.26,24.0,Tourist Card,festival,1416.72,2622.2400000000002,-1205.5200000000002
64124,2022-11-02,Rajiv Chowk,Netaji Subhash Place,15.9,134.17,42.73,18.0,Tourist Card,,2415.06,769.14,1645.92
14807,2022-11-14,Model Town,Rajouri Garden,7.2,10.23,8.62,17.0,Tourist Card,weekend,173.91,146.54,27.370000000000005
33821,2023-12-10,Mandi House,Jasola Vihar,3.56,146.54,103.53,18.0,Tourist Card,,2637.72,1863.54,774.1799999999998
10629,2022-08-17,   inderlok ,Model Town,2.48,192.57,52.38,19.0,Tourist Card,,3658.83,995.22,2663.6099999999997
5242,2023-04-06,Mandi House,Shivaji Park,1.77,169.66,68.3,26.0,Smart Card,weekend,4411.16,1775.8,2635.3599999999997
135302,2024-08-20,Rajiv Chowk,Kashmere Gate,1.32,52.04,30.06,17.0,Single,,884.68,511.02,373.65999999999997
43053,2023-09-04,   Laxmi Nagar   ,Barakhamba Road,1.24,20.91,46.41,21.0,Tourist Card,weekend,439.11,974.6099999999999,-535.4999999999999
115170,2023-09-10,Dilshad Garden,Central Secretariat,4.37,36.86,59.19,17.0,Tourist Card,festival,626.62,1006.23,-379.61
113591,2023-08-09,   RAJOURI GARDEN   ,Shivaji Park,3.45,99.63,61.39,12.0,Single,festival,1195.56,736.6800000000001,458.8799999999999
148709,2023-02-14, janakpuri west   ,Dilshad Garden,2.9,51.3,27.12,16.0,Smart Card,off-peak,820.8,433.92,386.87999999999994
132364,2023-02-02,Laxmi Nagar,Rajiv Chowk,9.29,180.09,29.3,21.0,Smart Card,weekend,3781.89,615.3000000000001,3166.5899999999997
102591,2022-09-29,   KASHMERE GATE   ,Chandni Chowk,1.39,37.57,73.4,18.0,Single,,676.26,1321.2,-644.94
81379,2024-10-07,Inderlok,Model Town,9.13,166.18,100.44,18.0,Tourist Card,maintenance,2991.2400000000002,1807.92,1183.3200000000002
128012,2024-01-11,Noida City Centre,Netaji Subhash Place,3.66,64.68,100.72,25.0,Tourist Card,peak,1617.0000000000002,2518.0,-900.9999999999998
118435,2023-06-24,Chandni Chowk,Noida City Centre,7.54,60.45,18.57,20.0,Smart Card,peak,1209.0,371.4,837.6
86607,2023-10-23,AIIMS,Jasola Vihar,1.57,123.1,75.36,18.0,Smart Card,,2215.7999999999997,1356.48,859.3199999999997
85379,2023-07-01,Rajouri Garden,Old Delhi,4.85,68.45,43.14,22.0,Smart Card,,1505.9,949.08,556.82
97675,2022-04-26,Inderlok,Janakpuri West,1.19,179.9,5.55,20.0,Smart Card,weekend,3598.0,111.0,3487.0
99992,2022-05-17,Dilshad Garden,Jasola Vihar,1.19,125.53,105.8,18.0,Tourist Card,weekend,2259.54,1904.3999999999999,355.1400000000001
113830,2024-04-04,New Delhi,Rajouri Garden,1.01,108.37,79.97,25.0,Tourist Card,off-peak,2709.25,1999.25,710.0
101215,2023-01-01,Janakpuri West,Mandi House,8.08,173.01,105.33,23.0,Single,,3979.2299999999996,2422.59,1556.6399999999994
90727,2024-05-14,Inderlok,AIIMS,10.51,113.53,53.77,19.0,Tourist Card,maintenance,2157.07,1021.6300000000001,1135.44
112284,2022-11-11,Rajiv Chowk,Jasola Vihar,0.85,52.55,109.44,20.0,Single,weekend,1051.0,2188.8,-1137.8000000000002
87163,2024-09-10,Dilshad Garden,Jasola Vihar,6.5,129.98,28.81,21.0,Single,,2729.58,605.01,2124.5699999999997
15984,2023-12-06,Central Secretariat,Kalkaji Mandir,0.88,130.21,77.34,31.0,Single,festival,4036.51,2397.54,1638.9700000000003
134201,2022-11-12,   MANDI HOUSE ,Kalkaji Mandir,1.16,131.74,115.65,19.0,Smart Card,maintenance,2503.0600000000004,2197.35,305.7100000000005
8907,2023-11-30,Rajiv Chowk,Jasola Vihar,0.6,193.89,107.36,24.0,Smart Card,maintenance,4653.36,2576.64,2076.72
88052,2023-05-27,Kalkaji Mandir,Chandni Chowk,0.98,94.02,77.1,21.0,Single,off-peak,1974.4199999999998,1619.1,355.31999999999994
58364,2023-08-18,Noida City Centre,Mandi House,2.52,128.59,116.78,19.0,,off-peak,2443.21,2218.82,224.38999999999987
90504,2022-07-09,Noida City Centre,New Delhi,2.75,144.22,9.87,14.0,Tourist Card,festival,2019.08,138.17999999999998,1880.8999999999999
39730,2023-02-03,Mandi House,Model Town,4.8,119.69,119.68,21.0,Smart Card,,2513.49,2513.28,0.20999999999958163
148556,2023-05-11,Rajouri Garden,Central Secretariat,0.54,165.13,20.61,,Tourist Card,maintenance,,,
30155,2024-06-04,Chandni Chowk,Mandi House,16.32,93.51,83.34,15.0,Smart Card,off-peak,1402.65,1250.1000000000001,152.54999999999995
41135,2024-09-06,Noida City Centre,Shivaji Park,8.84,23.37,91.92,19.0,Tourist Card,,444.03000000000003,1746.48,-1302.45
65404,2023-02-25, Rajouri Garden  ,Shivaji Park,5.08,138.2,88.28,24.0,Tourist Card,off-peak,3316.7999999999997,2118.7200000000003,1198.0799999999995
88749,2024-12-29,Central Secretariat,Noida City Centre,7.09,45.7,87.96,22.0,Tourist Card,festival,1005.4000000000001,1935.12,-929.7199999999998
104484,2023-10-12,Rajiv Chowk,Central Secretariat,1.32,24.12,107.91,22.0,,weekend,530.64,2374.02,-1843.38
98196,2023-03-11,Noida City Centre,Old Delhi,1.98,192.52,101.19,25.0,Smart Card,maintenance,4813.0,2529.75,2283.25
88639,2022-08-29,Hauz Khas,Dilshad Garden,1.9,180.85,56.56,21.0,Tourist Card,,3797.85,1187.76,2610.09
120552,2022-06-04,Rajiv Chowk,Inderlok,2.33,148.65,115.66,,Tourist Card,,,,
113005,2024-06-14,Rajiv Chowk,Dilshad Garden,0.5,123.13,89.65,20.0,Tourist Card,festival,2462.6,1793.0,669.5999999999999
60872,2023-03-06,Laxmi Nagar,Inderlok,2.82,149.53,19.1,18.0,Tourist Card,festival,2691.54,343.8,2347.74
27146,2023-11-26,Mandi House,Kirti Nagar,2.14,127.96,24.18,35.0,Single,maintenance,4478.599999999999,846.3,3632.2999999999993
72178,2022-12-13,Hauz Khas,Dilshad Garden,1.63,51.98,28.59,21.0,Tourist Card,festival,1091.58,600.39,491.18999999999994
42557,2024-12-03,Noida City Centre,Shivaji Park,2.03,71.68,33.8,22.0,Smart Card,weekend,1576.96,743.5999999999999,833.3600000000001
11502,2024-08-26,Rajiv Chowk,Kirti Nagar,7.7,75.81,87.66,19.0,Tourist Card,weekend,1440.39,1665.54,-225.14999999999986
126986,2024-08-11,AIIMS,Kalkaji Mandir,1.93,21.06,13.42,14.0,Tourist Card,,294.84,187.88,106.95999999999998
101117,2022-09-04,Laxmi Nagar,Kirti Nagar,8.6,116.01,114.11,18.0,Tourist Card,off-peak,2088.1800000000003,2053.98,34.20000000000027
5056,2023-12-22,  NEW DELHI ,Kirti Nagar,7.12,34.32,108.64,26.0,Tourist Card,,892.32,2824.64,-1932.3199999999997
98676,2023-12-16,Laxmi Nagar,Rajiv Chowk,1.18,76.6,101.23,20.0,Smart Card,off-peak,1532.0,2024.6000000000001,-492.60000000000014
45446,2024-12-14,Hauz Khas,Netaji Subhash Place,1.46,187.03,11.04,21.0,Tourist Card,weekend,3927.63,231.83999999999997,3695.79
47201,2022-07-26,  Hauz Khas   ,Jasola Vihar,5.79,189.18,59.49,18.0,Tourist Card,weekend,3405.2400000000002,1070.82,2334.42
56538,2022-03-05,Noida City Centre,Janakpuri West,2.48,173.37,47.22,19.0,Tourist Card,peak,3294.03,897.18,2396.8500000000004
70974,2023-01-16,Rajiv Chowk,Mandi House,1.46,54.54,101.72,18.0,Single,peak,981.72,1830.96,-849.24
48419,2022-09-16,Rajiv Chowk,Hauz Khas,7.55,140.84,17.38,15.0,Single,off-peak,2112.6,260.7,1851.8999999999999
109649,2022-10-05, janakpuri west  ,Netaji Subhash Place,15.92,131.79,95.12,20.0,Tourist Card,festival,2635.7999999999997,1902.4,733.3999999999996
114990,2023-03-15,Mandi House,Old Delhi,2.21,48.64,47.19,19.0,Smart Card,,924.16,896.6099999999999,27.550000000000068
145167,2023-10-20,Noida City Centre,Hauz Khas,9.25,158.96,24.69,19.0,Single,,3020.2400000000002,469.11,2551.13
12499,2024-04-18,Jasola Vihar,Chandni Chowk,5.38,79.6,89.31,21.0,,,1671.6,1875.51,-203.91000000000008
103644,2024-09-26,  AIIMS   ,Kalkaji Mandir,6.4,19.79,72.46,18.0,Tourist Card,off-peak,356.21999999999997,1304.28,-948.06
118574,2023-10-29,   HAUZ KHAS  ,Kalkaji Mandir,11.54,140.98,8.48,24.0,Single,weekend,3383.5199999999995,203.52,3179.9999999999995
100590,2023-01-03,Inderlok,Mandi House,3.02,83.21,67.26,15.0,Tourist Card,,1248.1499999999999,1008.9000000000001,239.24999999999977
101575,2024-11-08,Jasola Vihar,Noida City Centre,12.96,97.73,114.27,21.0,Tourist Card,off-peak,2052.33,2399.67,-347.34000000000015
123629,2023-10-17,Laxmi Nagar,AIIMS,5.03,33.79,17.93,19.0,Tourist Card,,642.01,340.67,301.34
96958,2022-08-26,Noida City Centre,Kalkaji Mandir,3.01,89.94,74.53,23.0,,festival,2068.62,1714.19,354.42999999999984
90019,2022-02-28,Mandi House,Central Secretariat,2.24,71.47,83.84,18.0,Smart Card,off-peak,1286.46,1509.1200000000001,-222.66000000000008
142945,2024-02-10,   Model Town   ,Kalkaji Mandir,10.49,109.13,41.83,12.0,Tourist Card,weekend,1309.56,501.96,807.5999999999999
121407,2022-08-10,Rajiv Chowk,Kalkaji Mandir,4.8,142.31,45.0,30.0,Single,maintenance,4269.3,1350.0,2919.3
64535,2024-05-10,Rajiv Chowk,Kalkaji Mandir,8.24,187.32,67.43,18.0,Smart Card,peak,3371.7599999999998,1213.7400000000002,2158.0199999999995
125562,2024-01-29,Jasola Vihar,Model Town,8.05,11.54,94.19,20.0,Single,off-peak,230.79999999999998,1883.8,-1653.0
119468,2023-11-30,Mandi House,Shivaji Park,1.57,51.45,101.35,20.0,Single,maintenance,1029.0,2027.0,-998.0
67379,2022-02-03,Janakpuri West,Noida City Centre,3.65,62.48,45.97,19.0,Tourist Card,festival,1187.12,873.43,313.68999999999994
52538,2022-08-18,Rajiv Chowk,Laxmi Nagar,2.12,79.8,6.62,23.0,Single,off-peak,1835.3999999999999,152.26,1683.1399999999999
67555,2023-04-17,Rajiv Chowk,Kalkaji Mandir,31.85,68.01,40.85,17.0,Tourist Card,festival,1156.17,694.45,461.72
100674,2023-02-14,New Delhi,Kirti Nagar,11.52,160.66,24.26,19.0,Tourist Card,off-peak,3052.54,460.94000000000005,2591.6
147941,2024-11-11,Rajiv Chowk,Inderlok,8.86,154.29,112.42,,Tourist Card,peak,,,
92188,2024-02-01,Rajiv Chowk,Rajouri Garden,1.54,166.43,116.41,24.0,Smart Card,festival,3994.32,2793.84,1200.48
143758,2024-03-15,   MODEL TOWN   ,Kalkaji Mandir,1.23,110.0,29.96,22.0,Tourist Card,peak,2420.0,659.12,1760.88
46593,2024-02-06,Kashmere Gate,Laxmi Nagar,7.76,192.53,89.64,21.0,Smart Card,festival,4043.13,1882.44,2160.69
54409,2022-04-13,Mandi House,Model Town,0.71,181.59,112.55,31.0,Tourist Card,festival,5629.29,3489.0499999999997,2140.2400000000002
12582,2024-09-29,Rajiv Chowk,Shivaji Park,7.67,18.97,33.04,20.0,Tourist Card,off-peak,379.4,660.8,-281.4
99006,2022-01-12,Noida City Centre,Netaji Subhash Place,3.55,134.3,51.67,23.0,Smart Card,,3088.9,1188.41,1900.49
11081,2024-12-26,  jasola vihar ,Janakpuri West,11.36,57.93,94.2,14.0,Tourist Card,off-peak,811.02,1318.8,-507.78
50597,2023-10-12,Dilshad Garden,Old Delhi,5.41,15.66,27.43,18.0,Single,maintenance,281.88,493.74,-211.86
47447,2022-08-11,Dilshad Garden,Netaji Subhash Place,3.95,67.48,101.54,19.0,Single,,1282.1200000000001,1929.2600000000002,-647.1400000000001
149159,2024-11-14, Mandi House  ,Inderlok,0.93,169.46,22.35,24.0,Tourist Card,weekend,4067.04,536.4000000000001,3530.64
139216,2022-09-30,Mandi House,Central Secretariat,2.19,145.84,94.08,11.0,Tourist Card,weekend,1604.24,1034.8799999999999,569.3600000000001
68216,2024-09-14,New Delhi,Kashmere Gate,1.96,195.16,94.97,26.0,Smart Card,peak,5074.16,2469.22,2604.94
109662,2022-03-02,Rajiv Chowk,Model Town,2.39,110.56,90.41,22.0,Tourist Card,,2432.32,1989.02,443.3000000000002
68567,2022-12-31,Mandi House,Punjabi Bagh,3.58,178.59,36.09,13.0,Single,off-peak,2321.67,469.1700000000001,1852.5
58028,2024-03-19,Mandi House,Kalkaji Mandir,4.39,172.17,77.12,25.0,Tourist Card,maintenance,4304.25,1928.0,2376.25
119167,2023-10-18,   aiims   ,Rajiv Chowk,3.51,145.27,74.46,30.0,Single,weekend,4358.1,2233.7999999999997,2124.3000000000006
4197,2022-01-29,AIIMS,Shivaji Park,3.63,74.48,36.74,23.0,Smart Card,festival,1713.0400000000002,845.0200000000001,868.0200000000001
73977,2022-07-22,Central Secretariat,Laxmi Nagar,5.24,95.38,12.7,16.0,Tourist Card,festival,1526.08,203.2,1322.8799999999999
116890,2022-02-18,Rajiv Chowk,AIIMS,2.96,129.13,32.38,18.0,Single,weekend,2324.34,582.84,1741.5
99940,2023-07-16,Dilshad Garden,Inderlok,3.1,10.91,77.87,14.0,Single,peak,152.74,1090.18,-937.44
43015,2024-01-02,Inderlok,Shivaji Park,11.68,21.8,101.71,16.0,Smart Card,festival,348.8,1627.36,-1278.56
11864,2024-10-24,   Rajiv Chowk ,Kalkaji Mandir,9.43,126.18,34.48,17.0,Tourist Card,off-peak,2145.06,586.16,1558.9
130091,2024-09-11,Kashmere Gate,Old Delhi,0.58,126.89,100.69,9.0,Single,off-peak,1142.01,906.21,235.79999999999995
31070,2023-10-14,Noida City Centre,Noida City Centre,3.1,162.85,110.89,29.0,Tourist Card,maintenance,4722.65,3215.81,1506.8399999999997
140650,2024-08-18,Dilshad Garden,Model Town,8.79,58.44,79.85,17.0,Tourist Card,,993.48,1357.4499999999998,-363.9699999999998
139479,2022-07-21,Noida City Centre,Shivaji Park,0.93,168.93,34.03,25.0,Smart Card,weekend,4223.25,850.75,3372.5
148178,2022-09-25,New Delhi,Inderlok,8.27,43.19,19.77,18.0,Smart Card,,777.42,355.86,421.55999999999995
59612,2023-03-22,Noida City Centre,Central Secretariat,1.49,18.42,39.14,,Tourist Card,off-peak,,,
101586,2023-01-19,  Model Town ,Netaji Subhash Place,5.59,188.92,35.31,17.0,Single,,3211.64,600.27,2611.37
72764,2022-06-14,New Delhi,Netaji Subhash Place,1.4,38.62,67.99,18.0,Single,festival,695.16,1223.82,-528.66
24804,2024-12-21,   AIIMS ,Chandni Chowk,1.89,46.55,32.16,16.0,Single,weekend,744.8,514.56,230.24
129671,2022-04-18,Rajiv Chowk,Dilshad Garden,2.57,82.61,29.61,12.0,Single,maintenance,991.3199999999999,355.32,636.0
98056,2024-08-25,Noida City Centre,Laxmi Nagar,3.83,157.74,26.68,15.0,Tourist Card,,2366.1000000000004,400.2,1965.9000000000003
91389,2023-01-21,Inderlok,Rajouri Garden,2.57,190.2,81.69,27.0,Single,off-peak,5135.4,2205.63,2929.7699999999995
91132,2023-11-26,Noida City Centre,Chandni Chowk,2.93,78.58,18.55,26.0,Tourist Card,,2043.08,482.3,1560.78
25014,2022-03-15,New Delhi,Mandi House,0.9,142.65,95.52,29.0,Tourist Card,festival,4136.85,2770.08,1366.7700000000004
74152,2024-10-20,Rajiv Chowk,Central Secretariat,0.51,100.6,76.19,21.0,Smart Card,festival,2112.6,1599.99,512.6099999999999
102522,2024-07-24,Jasola Vihar,Mandi House,12.11,100.83,45.48,17.0,Single,maintenance,1714.11,773.16,940.9499999999999
96354,2022-01-21,Rajiv Chowk,Model Town,3.7,15.12,93.0,16.0,Tourist Card,peak,241.92,1488.0,-1246.08
41997,2024-04-22,Laxmi Nagar,Pragati Maidan,3.1,32.17,36.9,23.0,Tourist Card,peak,739.9100000000001,848.6999999999999,-108.78999999999985
45862,2023-01-18,New Delhi,Jasola Vihar,5.1,30.62,117.27,22.0,Tourist Card,festival,673.64,2579.94,-1906.3000000000002
101814,2022-10-19,Noida City Centre,Dilshad Garden,11.74,109.05,37.8,25.0,Tourist Card,peak,2726.25,944.9999999999999,1781.25
120143,2023-05-24,Rajiv Chowk,Kirti Nagar,2.61,189.08,37.27,14.0,Smart Card,,2647.1200000000003,521.7800000000001,2125.34
67687,2023-10-22, janakpuri west  ,Jasola Vihar,4.08,31.1,84.71,16.0,Smart Card,,497.6,1355.36,-857.7599999999999
111061,2024-11-05,Dilshad Garden,Laxmi Nagar,5.27,150.33,91.77,24.0,Smart Card,peak,3607.92,2202.48,1405.44
113277,2024-11-29,Rajiv Chowk,Inderlok,8.61,148.62,111.62,17.0,Single,,2526.54,1897.54,629.0
